gene,mRNA_level
rpsL,6972.49
yheL,785.452
yheM,862.345
yheN,1037.67
yheO,1275.02
fkpA,994.705
slyX,914.95
slyD,3981.43
kefB,681.078
yheR,2011.93
yheS,1445.01
yheT,1020.47
yheU,1326.49
prkB,1006.54
yhfA,1624.34
crp,3455.63
yhfK,943.341
argD,2204.51
pabA,362.022
fic,711.697
yhfG,512.558
ppiA,1192.16
yhfC,417.456
nirB,174.415
nirD,100.402
nirC,321.896
cysG,845.354
yhfL,78.0129
yhfM,94.6382
yhfN,79.3209
frlC,N.D.
yhfQ,188.437
yhfR,375.79
yhfS,435.091
yhfT,425.242
yhfU,305.826
yhfV,53.0206
yhfW,107.882
yhfX,228.902
yhfY,205.041
yhfZ,156.336
trpS,867.26
gph,1994.73
rpe,1322.29
dam,1967.95
damX,1806.21
aroB,2306.16
aroK,2915.24
hofQ,326.706
yrfA,240.417
yrfB,230.706
yrfC,288.83
yrfD,415.752
mrcA,900.022
yrfE,838.039
yrfF,219.902
yrfG,1026.34
hslR,1731.48
hslO,1081.47
yhgE,244.048
pckA,902.702
envZ,412.362
ompR,557.928
greB,365.595
yhgF,1106.75
feoA,966.62
feoB,655.838
yhgG,471.181
yhgA,154.833
bioH,690.787
yhgH,1433.03
yhgI,2735.09
gntT,211.945
malQ,851.735
malP,1279.92
malT,713.913
rtcA,N.D.
rtcB,981.798
rtcR,575.894
glpR,894.629
glpG,1344.58
glpE,859.844
glpD,419.927
yzgL,186.957
glgP,906.391
glgA,1295.49
glgC,2362.68
glgX,1978.08
glgB,2164.92
asd,3307.03
yhgN,274.836
gntU,N.D.
gntK,58.8272
gntR,1740.59
yhhW,225.655
yhhX,1527.81
yhhY,150.56
yhhZ,79.5198
yrhA,236.523
insA_6,N.D.
insB_6,N.D.
yrhB,542.55
ggt,529.356
yhhA,642.738
ugpQ,1512.4
ugpC,908.674
ugpE,287.9
ugpA,531.857
ugpB,569.237
livF,2226.25
livG,2953.73
livM,2498.63
livH,3511.83
livK,3326.6
yhhK,284.403
livJ,5767.51
rpoH,1392.49
ftsX,908.272
ftsE,1599.72
ftsY,1550.6
yhhF,661.688
yhhL,506.585
yhhM,454.469
yhhN,496.807
zntA,1014.31
sirA,466.871
yhhQ,317.611
dcrB,1278.26
yhhS,332.864
yhhT,284.783
acpT,557.883
nikA,270.198
nikB,1034.75
nikC,232.1
nikD,675.577
nikE,377.847
nikR,335.526
rhsB,42.5569
yhhH,49.9209
yhhI,37.9129
yhhJ,726.714
yhiH,536.894
yhiI,1929.77
yhiJ,61.1147
yhiK,36.6175
yhiL,65.8335
yhiM,136.032
yhiN,404.025
pitA,1237.17
yhiO,511.157
uspA,5433.65
yhiP,470.809
yhiQ,1759.89
prlC,815.035
yhiR,619.726
gor,1498.62
arsR,556.703
arsB,316.197
arsC,302.513
yhiS,32.609
trs5_11,N.D.
slp,1096.09
yhiF,112.311
yhiD,253.407
hdeB,4804.64
hdeA,5406.2
hdeD,1603.83
yhiE,1007.83
yhiU,393.645
yhiV,188.612
yhiW,565.017
gadX,1333.2
gadA,1218.01
yhjA,611.409
treF,1315.6
yhjB,389.049
yhjC,327.154
yhjD,599.585
yhjE,1832.19
yhjG,237.403
yhjH,292.644
kdgK,259.104
yhjJ,590.976
dctA,345.876
yhjK,696.536
yhjL,328.79
bcsC,192.494
yhjN,149.626
yhjO,443
yhjQ,191.296
yhjR,875.821
yhjS,573.406
yhjT,547
yhjU,290.142
ldrD,N.D.
yhjV,132.129
dppF,917.843
dppD,1294.56
dppC,1369.05
dppB,948.369
dppA,2614.99
yhjW,294.998
yhjX,50.0461
yhjY,710.083
tag,678.942
yiaC,676
bisC,511.471
yiaD,445.663
tkrA,1159.45
yiaF,1273.38
yiaG,1652.44
cspA,1860.16
hokA,N.D.
yi5A,137.402
t150,55.6365
glyS,2078.22
glyQ,1604.34
yiaH,108.676
yiaA,74.3658
yiaB,13.5672
xylB,139.052
xylA,595.639
xylF,63.1551
xylG,69.4376
xylH,162.131
xylR,124.911
bax,824.869
malS,289.636
avtA,1434.4
yiaI,515.199
yiaJ,531.719
yiaK,335.382
yiaL,35.3247
yiaM,109.372
yiaN,260.396
yiaO,113.283
lyxK,270.67
sgbH,179.192
sgbU,709.376
sgbE,346.992
yiaT,113.766
yiaU,192.565
yiaV,93.7416
yiaW,50.2332
aldB,812.409
yiaY,1326.07
selB,589.801
selA,1505.85
yibF,694.564
rhsA,162.708
yibA,194.972
yibJ,30.474
yibG,11.8779
yibH,631.223
yibI,317.261
mtlA,762.844
mtlD,657.677
mtlR,936.313
yibL,1091.8
lldP,183.587
lldR,470.937
lldD,595.362
yibK,535.658
cysE,1394.5
gpsA,2081.29
secB,2048.75
grxC,3355.22
yibN,2559.61
yibO,1728.07
yibP,698.513
yibQ,204.469
yibD,153.698
tdh,935.192
kbl,912.47
htrL,257.511
rfaD,2272.87
rfaF,1319.3
rfaC,1025.32
rfaL,717.625
rfaK,532.931
rfaZ,299.66
rfaY,789.851
rfaJ,588.369
rfaI,632.354
rfaB,414.988
rfaS,349.7
rfaP,404.265
rfaG,844.12
rfaQ,664.692
kdtA,997.636
coaD,692.889
mutM,399.411
rpmG,5946.01
rpmB,5551.74
radC,104.977
dfp,1532.73
dut,912.005
ttk,973.745
pyrE,927.687
rph,854.976
yicC,1461.69
dinD,342.761
yicG,73.4857
yicF,33.8319
gmk,2059.66
rpoZ,3094.52
spoT,1467.75
trmH,993.104
recG,404.428
gltS,347.259
yicE,966.511
yicH,523.238
yicI,366.846
yicJ,648.251
yicK,1098.91
yicL,222.928
nlpA,1955.01
yicM,215.351
yicN,260.465
yicO,520.262
ade,56.3403
uhpT,82.9447
uhpC,612.743
uhpB,330.014
uhpA,883.57
ilvN,1543.98
ilvB,2015.91
ivbL,4606.04
emrD,265.721
yidF,67.0155
yidG,444.67
yidH,989.601
yidI,293.751
yidJ,124.543
yidK,172.058
yidL,153.371
glvG,256.356
glvB,66.3767
glvC,190.253
yidP,92.1482
yidE,402.277
ibpB,251.017
ibpA,987.032
yidQ,1229.69
yidR,466.128
yidS,161.193
dgoT,420.666
dgoD,N.D.
dgoA,N.D.
dgoK,97.3394
dgoR,N.D.
yidX,177.286
yidA,959.477
yidB,972.234
gyrB,1058.16
recF,1084.46
dnaN,1309.73
dnaA,1503.19
rpmH,3998.17
rnpA,2462.89
yidC,879.51
trmE,1234.47
tnaL,158.118
tnaA,45.2732
tnaB,115.67
yidY,213.023
yidZ,108.073
yieE,694.694
yieF,588.548
yieG,599.341
yieH,424.76
yieI,128.381
yieJ,282.149
yieK,74.0019
yieL,146.657
yieC,56.3137
bglB,195.264
bglF,76.6779
bglG,149.841
phoU,410.427
pstB,1545.59
pstA,648.369
pstC,1325.8
pstS,1199.24
glmS,1842.41
glmU,2915.92
atpC,2137.53
atpD,3249.14
atpG,4937.79
atpA,5102.27
atpH,7723.08
atpF,6194.77
atpE,6293
atpB,4277.09
atpI,3674.96
gidB,330.166
gidA,533.625
mioC,2048.49
asnC,216.843
asnA,532.381
yieM,479.109
yieN,475.273
kup,258.403
rbsD,1525.68
rbsA,528.846
rbsC,897.807
rbsB,2156.21
rbsK,1225.73
rbsR,312.896
yieO,111.26
yieP,623.333
hdfR,N.D.
yifE,1581.53
yifB,273.593
ilvL,5509.21
ilvG,N.D.
ilvM,1670.92
ilvE,3647.39
ilvD,1552.28
ilvA,996.218
ilvY,540.658
ilvC,6968.77
ppiC,1043.07
yifN,226.118
rep,542.447
gppA,497.585
rhlB,1894.33
trxA,2856.27
rhoL,4888.07
rho,2002.07
rfe,643.404
wzzE,763.793
wecB,1160.39
wecC,1004.59
rffG,718.444
rffH,709.631
wecD,699.459
wecE,505.349
wzxE,464.913
rffT,N.D.
wecF,563.553
wecG,318.057
yifK,1301.6
aslB,42.571
aslA,339.795
hemY,719.288
hemX,1320.28
hemD,1337.94
hemC,1247.42
cyaA,680.641
cyaY,1307.48
yzcX,242.274
dapF,2598.69
yigA,1118.62
xerC,1311.98
yigB,1012.44
uvrD,698.748
yigE,N.D.
corA,477.116
yigF,36.065
yigG,55.8089
rarD,221.526
yigI,858.055
pldA,924.498
recQ,694.605
rhtC,288.779
rhtB,347.095
pldB,590.092
yigL,755.948
yigM,523.808
metR,639.131
metE,5029.9
ysgA,756.514
udp,1296.53
yigN,525.333
ubiE,1290.47
yigP,1060.79
ubiB,727.709
tatA,1892.19
tatB,1751.55
tatC,658.03
tatD,N.D.
rfaH,576.087
ubiD,1368.57
fre,1428.67
fadA,859.531
fadB,267.566
pepQ,1419.65
yigZ,896.482
trkH,559.242
hemG,1132.88
mobB,313.434
mobA,342.068
yihD,1601.33
yihE,1126.6
dsbA,1570.67
yihF,167.669
yihG,157.452
polA,851.102
yihA,1312.06
yihI,1075.1
hemN,616.899
glnG,808.273
glnL,986.49
glnA,2425.39
bipA,1757.14
yihL,N.D.
yihM,75.83
yihN,761.317
yshA,105.53
yihO,49.2779
yihP,264.172
yihQ,208.658
yihR,210.736
yihS,192.28
yihT,501.579
yihU,1294.66
yihV,119.25
yihW,377.28
yihX,1213.85
rbn,386.5
dtd,1634.43
yiiD,726.792
yiiE,113.95
yiiF,190.546
fdhE,610.337
fdoI,951.81
fdoH,401.166
fdoG,345.43
fdhD,747.056
yiiG,22.0703
frvR,609.98
frvX,154.055
frvB,375.571
frvA,221.92
yiiL,123.087
rhaD,483.559
rhaA,561.203
rhaB,253.129
rhaS,384.306
rhaR,351.473
rhaT,419.508
sodA,N.D.
kdgT,217.393
yiiM,399.871
cpxA,487.992
cpxR,1206.94
cpxP,N.D.
yiiP,1347.3
pfkA,1795.89
sbp,1210.29
cdh,494.398
tpiA,3067.08
yiiQ,581.209
yiiR,596.153
yiiS,938.878
yiiT,1008.04
fpr,739.412
glpX,841.971
glpK,233.21
glpF,213.141
yiiU,2357.25
menG,1684.9
menA,1517.7
hslU,1585.51
hslV,2416.81
ftsN,1094.09
cytR,664.056
priA,271.67
rpmE,4157.62
yiiX,527.727
metJ,2311.36
metB,1302.45
metL,1317.16
metF,1653.41
katG,1293.94
yijE,197.743
yijF,222.883
gldA,122.039
talC,122.038
ptsA,266.688
frwC,104.219
frwB,101.68
pflD,254.407
pflC,381.094
frwD,147.245
yijO,215.5
yijP,1580.46
ppc,3066.9
argE,1856
argC,2610.31
argB,3540.48
argH,1570.81
oxyR,822.335
udhA,715.755
yijC,1515.34
yijD,935.046
trmA,1011.69
btuB,882.456
murI,816.295
murB,942.032
birA,636.115
coaA,611.901
tufB,7743.47
secE,3130.59
nusG,2204.14
rplK,6498.32
rplA,6248.87
rplJ,6478.36
rplL,5460.33
rpoB,4292.92
rpoC,1732.28
htrC,204.187
thiH,1486.67
thiG,2584.5
thiS,N.D.
thiF,1565.08
thiE,2182.24
thiC,2418.4
rsd,1347.64
nudC,1073.1
hemE,1206.33
nfi,643.837
yjaG,988.405
hupA,5760.07
yjaH,428.599
zraP,330.987
zraS,344.526
zraR,794.479
purD,1362.08
purH,2605.42
yjaA,82.1992
yjaB,228.377
metA,2055.43
aceB,6467.96
aceA,5745.96
aceK,780.994
arpA,66.2378
iclR,659.152
metH,1299.38
yjbB,225.055
pepE,117.696
yjbC,476.455
yjbD,1187.35
lysC,1409.45
pgi,1771.82
yjbE,112.436
yjbF,563.282
yjbG,340.407
yjbH,316.356
yjbA,432.209
xylE,144.42
malG,157.152
malF,508.207
malE,1122.79
malK,332.25
lamB,879.555
malM,506.634
yjbI,61.9369
ubiC,1235.88
ubiA,725.891
plsB,749.443
dgkA,1056.26
lexA,1326.11
dinF,165.51
yjbJ,444.941
zur,798.864
yjbL,24.402
yjbM,54.6307
yjbN,1600.22
yjbO,454.368
qor,1196.62
dnaB,1345.75
alr,822.29
tyrB,1645.76
aphA,368.968
yjbQ,982.321
yjbR,780.74
uvrA,473.661
ssb,1631.5
yjcB,203.758
yjcC,139.623
soxS,428.922
soxR,108.287
yjcD,1142.11
yjcE,760.632
yjcF,N.D.
actP,504.048
yjcH,234.658
acs,586.832
nrfA,239.823
nrfB,59.1352
nrfC,85.9939
nrfD,1222.12
nrfE,271.54
nrfF,265.272
nrfG,631.159
gltP,232.748
yjcO,321.21
fdhF,306.407
yjcP,440.75
yjcQ,356.864
yjcR,1100.69
yjcS,872.817
alsK,470.409
alsE,546.603
alsC,106.232
alsA,191.366
alsB,267.414
rpiR,534.24
rpiB,593.095
yjdP,N.D.
phnP,344.143
phnO,490.575
phnN,762.225
phnM,77.2448
phnL,260.823
phnK,133.538
phnJ,907.13
phnI,266.356
phnH,202.034
phnG,404.604
phnF,182.819
phnE,808.862
phnD,609.957
phnC,297.027
phnB,392.521
phnA,1495.15
yjdA,117.728
yjcZ,225.3
proP,1603.82
basS,443.221
basR,471.69
yjdB,253.898
yjdE,60.9399
adiY,39.1546
adiA,75.6659
melR,135.469
melA,282.024
melB,135.215
yjdF,213.231
fumB,46.7409
dcuB,240.743
dcuR,862.423
dcuS,355.052
yjdI,989.721
yjdJ,1128.7
yjdK,69.5465
lysU,469.862
yjdL,217.502
cadA,429.034
cadB,219.309
cadC,361.929
yjdC,1459.12
dsbD,705.023
cutA,809.629
dcuA,1006.89
aspA,559.219
fxsA,452.075
yjeH,511.076
groS,5981.95
groL,2876.16
yjeI,2023.95
yjeJ,315.861
yjeK,553.181
efp,2705.97
ecnA,N.D.
ecnB,N.D.
sugE,304.635
blc,981.041
ampC,350.227
frdD,193.333
frdC,424.675
frdB,333.41
frdA,1892.53
yjeA,423.676
yjeM,168.574
yjeN,300.267
yjeO,89.1864
yjeP,364.756
psd,1051.33
yjeQ,1230.27
orn,629.38
yjeS,415.579
yjeF,1621.05
yjeE,856.273
amiB,800.594
mutL,586.596
miaA,4432.34
hfq,3198.96
hflX,2755.23
hflK,1996.29
hflC,1550.84
yjeT,165.21
purA,1675.12
yjeB,831.914
rnr,1656.39
yjfH,194.239
yjfI,81.1795
yjfJ,116.909
yjfK,32.8669
yjfL,1410
yjfM,30.4842
yjfC,89.4946
aidB,429.698
yjfN,313.561
yjfO,306.42
yjfP,395.291
yjfQ,340.417
yjfR,258.447
sgaT,333.623
sgaB,207.95
ptxA,187.586
sgaH,257.435
sgaU,133.026
sgaE,195.189
yjfY,471.623
rpsF,5927.43
priB,6141.5
rpsR,5337.21
rplI,2771.17
yjfZ,46.0809
ytfA,24.5567
ytfB,863.041
fklB,2244.31
cycA,1156.06
ytfE,138.378
ytfF,249.609
ytfG,602.219
ytfH,666.06
cpdB,434.98
cysQ,763.037
ytfI,109.025
ytfJ,228.879
ytfK,390.13
ytfL,889.108
msrA,869.866
ytfM,581.154
ytfN,1162.23
ytfP,1489.74
yzfA,589.534
chpS,361.669
chpB,718.115
ppa,2594.12
ytfQ,325.668
ytfR,N.D.
ytfT,149.204
yjfF,55.2725
fbp,1939.97
mpl,970.94
yjgA,1573.01
pmbA,944.464
cybC,801.826
nrdG,137.661
nrdD,493.274
treC,1112.2
treB,387.371
treR,285.339
mgtA,631.746
yjgF,4579.7
pyrI,6822.58
pyrB,7835.24
pyrL,2235.52
yjgG,30.733
yjgH,392.821
yjgI,122.417
yjgJ,276.1
yjgK,470.085
yjgL,40.1331
argI,1754.73
yjgD,2698.5
yjgM,596.15
yjgN,31.8764
valS,1682.61
holC,1757.16
pepA,1885.15
yjgP,1183.92
yjgQ,373.381
yjgR,663.06
idnR,335.565
idnT,727.072
idnO,308.306
idnD,626.006
idnK,58.066
yjgB,415.668
intB,188.823
yi21_6,1801.65
yi22_6,N.D.
yjgW,173.717
yjgX,226.365
yjgY,132.044
yjgZ,254.701
yi41,286.523
yjhB,64.3947
yjhC,284.272
yjhD,202.554
yjhE,77.6521
yi91b,211.011
tra8_3,729.325
fecE,216.052
fecD,237.202
fecC,239.888
fecB,169.469
fecA,329.604
fecR,204.01
fecI,525.412
insA_7,428.476
yjhU,556.791
yjhF,193.462
yjhG,97.0849
yjhH,306.748
yjhI,59.5628
sgcR,95.9248
sgcE,468.568
sgcA,348.388
sgcQ,243.981
sgcC,274.168
sgcX,193.717
yjhP,192.932
yjhQ,248.805
yjhR,117.916
yjhS,94.715
yjhT,425.678
yjhA,100.071
fimB,388.696
fimE,297.604
fimA,2299.08
fimI,656.069
fimC,385.964
fimD,162.444
fimF,258.298
fimG,191.729
fimH,206.222
gntP,71.0544
uxuA,291.709
uxuB,399.869
uxuR,422.83
yjiC,131.85
yjiD,86.7132
yjiE,181.103
iadA,235.842
yjiG,315.96
yjiH,92.4878
kptA,213.622
yjiJ,199.916
yjiK,78.6567
yjiL,275.952
yjiM,350.594
yjiN,278.321
yjiO,269.078
yjiP,359.866
yjiQ,506.995
yjiR,343.049
yjiS,194.215
yjiT,552.978
yjiV,N.D.
mcrC,182.108
mcrB,425.953
yjiW,94.3582
hsdS,437.25
hsdM,846.777
hsdR,933.572
mrr,621.707
yjiA,870.848
yjiX,994.431
yjiY,108.915
tsr,742.834
yjiZ,288.439
yjjM,137.564
yjjN,479.009
mdoB,380.206
yjjA,705.811
dnaC,389.905
dnaT,1430.22
yjjB,113.654
yjjP,423.029
yjjQ,100.676
bglJ,55.0456
fhuF,1427
rsmC,375.6
holD,1376.79
rimI,1358.05
yjjG,336.831
prfC,990.415
osmY,3590.04
yjjU,880.206
yjjV,532.093
yjjW,585.603
yjjI,286.715
deoC,1333.31
deoA,1045.85
deoB,1370.38
deoD,2485.49
yjjJ,369.454
lplA,417.649
smp,1379.29
serB,1266.98
sms,952.656
nadR,1019.72
yjjK,1330.9
slt,562.622
trpR,710.162
yjjX,542.435
gpmB,537.665
rob,1017.59
creA,1246.8
creB,314.481
creC,142.347
creD,130.589
yjjY,169.036
lasT,N.D.
